hard_skill,soft_skill,label,candidate_field
"['act', 'application', 'case management', 'client services', 'disabilities', 'mobility', 'self-directed learning', 'service', 'social work', 'working with children']","['advocacy', 'computer literacy', 'customer service', 'literacy', 'management', 'planning', 'problem solving', 'verbal communication skills']",0,healthcare & medical
"['business', 'computers', 'data', 'installation', 'network system', 'networking', 'remuneration', 'server', 'service', 'service desk', 'system', 'windows']","['infrastructure', 'verbal communication skills']",1,telecomunication
"['billing', 'medical', 'nursing']",[],0,healthcare & medical
"['accounts receivable', 'budgeting', 'business', 'finance', 'forecasting', 'general ledger', 'internal controls', 'payroll tax', 'process improvements', 'tax', 'upskilling']",[],0,accounting
"['accounting software', 'business', 'credit control', 'credit management', 'customer retention', 'customer satisfaction', 'finance', 'reduction', 'sales', 'software systems', 'excel']","['business acumen', 'english', 'management', 'microsoft office', 'problem solving', 'time management', 'written english']",0,accounting
"['business', 'business intelligence', 'data', 'development testing', 'power bi', 'software development', 'testing', 'transportation', 'dashboards']","['information technology', 'presentations', 'scheduling', 'written communication']",1,telecomunication
"['business', 'digital', 'digital assets', 'social media content', 'strategic marketing', 'tourism', 'track', 'vm']","['innovation', 'social media']",0,marketing
"['blogs', 'business', 'c', 'data', 'powerhouse', 'registration', 'sales', 'excel']","['leadership', 'meeting', 'planning', 'research']",0,retail & consumer products
"['application', 'application development', 'business', 'business intelligence', 'consolidation', 'data', 'data analysis', 'data governance', 'data management', 'data mart', 'data quality', 'data warehouse', 'development environment', 'development support', 'etl', 'informatica', 'lifecycle management', 'master data management', 'metadata', 'microsoft sharepoint', 'project management', 'prototyping', 'quality control', 'server', 'service', 'service delivery', 'solution delivery', 'sql', 'system', 'system lifecycle', 'tableau', 'modelling']","['governance', 'integration', 'management', 'quality assurance']",1,telecomunication
"['business', 'career development', 'control framework', 'diversity and inclusion', 'finance', 'financial accounting', 'financial services', 'general insurance', 'reinsurance', 'remuneration', 'testing', 'track']","['accountability', 'adaptability', 'governance', 'innovation', 'management', 'operations', 'people management', 'planning', 'self-motivation', 'team management']",0,accounting
"['advertising sales', 'business', 'business to business', 'c', 'remuneration', 'sales']",['negotiation'],0,sales
"['business', 'collections', 'middleware', 'phase', 'stakeholder engagement', 'transformation']","['decision making', 'engagement skills', 'governance', 'integration']",1,telecomunication
"['biotechnology', 'business', 'medical', 'medical devices', 'pharmaceutical', 'tax', 'transfer pricing']",['accountability'],0,healthcare & medical
"['cloud computing', 'computing', 'java', 'json', 'performance testing', 'software design', 'spring boot', 'testing', 'web services', 'aws']",[],1,telecomunication
"['accounting software', 'accounts receivable', 'application', 'balance sheet', 'business', 'employee benefits', 'finance', 'investing', 'microsoft skills', 'on-the-job training', 'remuneration', 'settlement', 'system', 'excel']","['administrative skills', 'infrastructure', 'meeting']",0,accounting
"['application', 'business', 'service', 'tax', 'tax preparation']","['customer service', 'quality assurance']",0,accounting
"['ansible', 'application', 'automation', 'balancing', 'bash', 'business', 'continuous delivery', 'devops', 'docker', 'elk stack', 'employee benefits', 'firewall', 'git', 'hosting', 'infrastructure automation', 'installation', 'insurance products', 'iptables', 'jenkins', 'linux', 'load balancing', 'logging', 'mysql', 'networking', 'new relic', 'postgresql', 'python', 'ruby', 'scripting', 'security', 'sql', 'sso', 'system', 'web hosting', 'web servers', 'zabbix', 'aws']","['infrastructure', 'operations', 'research']",1,telecomunication
"['business', 'conflict resolution', 'crm', 'electrical', 'estimators', 'lighting design', 'manufacturing', 'marketing strategies', 'product strategies', 'profitable growth', 'quotations', 'r', 'sales', 'service', 'system', 'tracking']","['customer service', 'decision making', 'innovation', 'leadership', 'microsoft office', 'negotiation', 'problem solving', 'self starter', 'training and development', 'verbal communication skills']",0,sales
"['accounting systems', 'business', 'cost accounting', 'finance', 'information systems', 'management information systems', 'manufacturing', 'standard', 'system', 'tooling', 'excel', 'modelling']","['management', 'operations', 'problem solving']",0,accounting
"['business', 'capital expenditure', 'finance', 'forecasting', 'forestry', 'information systems', 'manufacturing', 'procurement', 'remuneration', 'supply chain', 'system', 'testing']","['decision making', 'management', 'operations', 'self starter']",0,accounting
"['sales', 'excel']","['hospitality', 'leadership', 'management', 'willingness to learn']",0,sales
"['bank statements', 'business', 'finance', 'reconciliation']","['innovation', 'management']",0,accounting
"['business', 'sales', 'track']",['management'],0,sales
"['business', 'service']",['collaboration'],0,marketing
"['agriculture', 'business', 'data', 'installation', 'inventory', 'inventory management', 'irrigation', 'sales', 'service', 'telemetry', 'workflows']","['customer service', 'data entry', 'management', 'numbers']",0,administration & office support
"['athletics', 'business', 'cpr', 'prometheus', 'system']",['first aid'],0,sport & recreation
"['application', 'booking', 'business', 'computer system', 'medical', 'service', 'system']",['microsoft office'],0,sales
"['business', 'conceptual design', 'infrastructure architecture', 'system', 'transformation', 'aws', 'azure']","['collaboration', 'communications', 'infrastructure', 'leadership']",1,telecomunication
"['billing', 'proofreading']","['administrative skills', 'grammar', 'management', 'verbal communication skills']",0,administration & office support
"['act', 'ansible', 'application', 'automation', 'bash', 'business', 'business requirements', 'capacity planning', 'cloud computing', 'computing', 'gcp', 'golang', 'inventory', 'kubernetes', 'linux', 'nas', 'netconf', 'openflow', 'openstack', 'openvswitch', 'private cloud', 'puppet', 'python', 'scale', 'sdn', 'service', 'swift', 'system', 'templating', 'track', 'unix', 'aws']","['leadership', 'planning']",1,telecomunication
"['business', 'business process', 'change management', 'track', 'modelling']","['infrastructure', 'management']",1,telecomunication
"['business', 'empowerment', 'remuneration', 'retail management', 'sales']",['management'],0,retail & consumer products
"['adobe creative cloud', 'artwork', 'business', 'conceptual design', 'content marketing', 'digital', 'digital skills', 'graphic design', 'material', 'publishing', 'sales', 'standard', 'target audience']","['collaboration', 'creativity', 'management', 'planning', 'time management', 'verbal communication skills']",0,"advertising, arts & media"
"['business', 'business planning', 'category growth', 'category management', 'category planning', 'investing', 'new product development']","['management', 'negotiation', 'planning', 'strategic thinking']",0,sales
"['automation', 'data', 'sql', 'vendor management']","['integration', 'management', 'writing']",1,telecomunication
['data'],"['data entry', 'meeting', 'typing', 'written communication']",0,administration & office support
"['business', 'market analysis', 'sales', 'valves']",[],0,sales
"['agile methodology', 'angular', 'api', 'api design', 'automation', 'bootstrap', 'business', 'business requirements', 'cms', 'content management', 'content management system', 'content management systems', 'css', 'data', 'dependency injection', 'development environment', 'development testing', 'devops', 'dotnet', 'front end', 'git', 'java', 'js', 'kentico', 'management systems', 'mobile', 'octopus deploy', 'scrum', 'security', 'selenium', 'server', 'service', 'service level', 'soap', 'software development', 'sql', 'standard', 'system', 'team foundation server', 'technology solutions', 'testing', 'tests', 'ui', 'user experience', 'web services']","['management', 'planning']",1,telecomunication
